Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,CreditHistory,PropertyArea,LoanStatus
1,0,0.5615447248817116,0,0,7897,210,156.88414563387164,360.0,0.0,0,0
1,0,0.0,1,0,60,23572,148.9483226908267,360.0,0.0,0,0
1,0,0.0,1,0,2925,2568,117.68977306194125,67.6878205121528,0.0,1,0
1,1,2.468667961778853,0,0,3678,1017,163.4251417620995,360.0,0.0,1,0
1,0,0.0,0,0,2381,1816,110.53587274082378,360.0,0.0,0,0
1,1,2.9539285770025874,0,0,7041,503,140.24392842093013,360.0,0.0,1,0
1,1,0.25540682933865444,1,0,3427,37,131.0216273173546,370.21627317354614,0.0,1,0
1,1,1.6298412997445557,1,0,5901,277,128.14920649872278,360.0,0.0,1,0
1,1,0.030913233057734857,0,0,3451,0,130.26276248099074,360.0,0.0,0,0
0,1,2.8566371251754505,1,0,1733,2932,92.99645987622816,360.0,0.0,0,0
1,1,2.4281841483173143,0,0,5458,251,127.85907925841343,360.0,0.0,1,0
1,0,0.0,0,0,2284,0,168.6661927617468,360.0,0.0,1,0
0,0,2.9636199770892526,0,0,5180,0,127.25556142046632,360.0,0.0,1,0
0,0,0.0,0,0,2267,0,165.0218119448338,377.6388653439168,0.0,1,0
0,0,0.5888977841391714,0,0,4842,0,150.31134238761845,360.0,0.0,1,0
1,0,0.0,0,0,2190,3172,161.2423454864462,360.0,0.6149022713980747,2,0
1,0,0.0,1,0,3035,0,90.84771311022459,360.0,0.0,1,0
0,0,0.950766015468833,1,0,2457,6052,176.22465182468656,360.0,0.0,0,0
1,1,2.1694927466860925,0,0,5722,622,61.88144874814303,360.0,0.0,0,0
1,1,0.0,1,0,2916,1820,128.5455899003332,360.0,0.0,0,0
0,0,0.12769045167843807,1,0,2373,44,58.12841606612173,360.0,0.936154774160781,2,0
0,0,2.088089390024919,1,0,1896,2886,118.92555667265222,360.0,0.0,1,0
0,0,0.0,1,0,1813,1648,114.27067287098302,360.0,0.0,1,0
0,1,2.805647012458463,1,0,1727,2931,92.63952908720924,360.0,0.0,0,0
0,0,0.0,1,0,4717,2358,176.62972538543156,360.0,0.0,0,0
0,0,0.0,1,0,2969,0,84.09946149895737,360.0,0.0,1,0
0,0,0.0,1,0,4473,2342,167.3231925789879,360.0,0.0,0,0
1,1,3.0,0,0,3735,1010,169.26171451927144,360.0,0.0,1,0
1,1,0.3678807842161338,0,0,4758,0,133.77373071927954,360.0,0.0,1,0
0,1,2.4815372355084087,0,0,3830,1179,149.77919950546442,391.10776586949544,0.0,2,0
0,0,1.697015740995268,1,0,5066,0,164.88214909265457,360.0,0.0,1,0
1,0,0.0,1,0,2974,2717,139.958981375175,128.232230613757,0.0,1,0
1,1,2.2810176975604897,0,0,5041,0,121.04559733658269,360.0,0.0,1,0
0,0,1.7064081557355066,1,0,5070,0,165.56779536869197,360.0,0.0,1,0
1,1,1.6187223109570272,0,0,3670,2956,174.2808346643554,325.68500798613246,0.0,0,0
1,1,1.6202267893583615,0,0,3798,0,143.77192770954608,360.0,0.0,0,0
0,0,0.0,1,0,2119,1566,105.34144637160207,360.0,0.0,0,0
0,0,0.0,1,0,1802,2675,110.24668021593406,360.0,0.0,2,0
0,1,2.0226847977218756,0,0,3831,1248,138.07846234190782,418.63891213668745,0.0,2,0
1,1,2.003032589374399,0,0,4988,0,119.51667924155919,360.0,0.0,1,0
0,0,0.0,0,0,2364,1755,109.59659035793355,360.0,0.0,0,0
0,0,0.7000721384444697,0,0,1544,2438,109.60057710755575,360.0,0.0,2,0
1,0,0.5960662454845933,1,0,8190,0,99.31314666051819,360.0,0.0,1,0
0,0,0.795792669436101,1,0,4552,2333,130.96408589199206,360.0,0.0,0,0
1,1,0.329983974547301,1,0,3439,1871,136.299839745473,360.0,0.0,0,0
1,1,1.3240096862969284,0,0,4075,0,141.59207749037543,299.1608717667236,0.0,0,0
1,1,2.624417047360056,0,0,6370,494,135.6197534262405,360.0,0.0,1,0
1,1,1.187963879681738,0,0,2480,2325,118.03380133824956,360.0,0.0,1,0
1,1,1.265159577011478,1,0,3862,1342,129.4597518222219,360.0,0.0,1,0
1,1,0.9640577262032579,0,0,2461,2340,116.7484040834228,360.0,0.0,1,0
0,0,0.0,0,0,2264,0,151.901192547801,424.12823782410476,0.0,1,0
0,0,1.3720660958772701,1,0,1756,2789,99.42644634707577,360.0,0.0,1,0
0,0,2.713458747871716,1,0,2484,4811,159.59044879895055,360.0,0.0,0,0
1,1,2.0,1,0,5765,623,82.14250589391013,360.0,0.0,0,0
1,1,0.0,0,0,2535,1707,124.54249625091425,360.0,0.0,0,0
0,0,0.0,0,0,2113,1511,108.07469637749843,360.0,0.0,0,0
1,0,0.0,1,0,3392,0,138.1603742096557,360.0,0.0,1,0
1,0,0.7203812828225258,0,0,7669,270,144.97140378831057,360.0,0.0,0,0
1,0,0.12706051265188478,1,0,5241,2391,190.21634052580487,360.0,0.0,0,0
0,0,1.0444865201096087,0,0,3698,0,121.67889278290463,360.0,0.0,0,0
0,0,0.0,1,0,2451,0,72.25048351760418,360.0,0.7699935530986108,2,0
1,1,0.0,0,0,4647,0,134.13671589001262,321.1522150505682,0.0,1,0
0,1,1.7542190483619995,0,0,3832,1287,131.232585733231,434.74685709828003,0.0,2,0
1,0,0.085347464993768,0,0,2250,2738,170.9644995653677,360.0,0.0,2,0
0,0,0.0,0,0,1703,2887,68.91222368323848,360.0,0.0,2,0
0,0,0.0,1,0,2011,2723,142.25753347290666,360.0,0.0,2,0
0,1,0.0,0,0,2328,1917,98.10602732457765,360.0,0.0,1,0
1,0,1.0877102955053803,0,0,4891,0,140.93574753745517,360.0,0.0,0,0
1,0,0.0,0,0,2400,0,159.04365334890645,360.0,0.0,1,0
1,1,2.927556238387604,1,0,3830,1112,161.59942060882702,360.0,0.0,1,0
1,1,1.4836996516988048,1,0,1132,3195,144.33205367594104,360.0,0.0,0,0
1,0,0.0,0,0,8442,0,180.91443751529022,360.0,0.32295647294124596,0,0
1,1,2.7951861947687036,0,0,5421,302,135.6752952297887,216.86648494163333,0.0,0,0
1,1,0.2708322512620742,0,0,1989,3280,132.50007790913065,360.0,0.7291677487379258,1,0
0,0,1.3169142621169083,1,0,2019,2844,140.00434350213783,360.0,0.0,1,0
0,0,0.921543618657734,0,0,3874,1473,115.9228190671133,470.5852342389281,0.0,1,0
1,1,1.0253507434154576,1,0,6283,11,125.12675371707729,360.0,0.0,1,0
0,0,2.962648414677925,0,0,5311,180,159.08319597434019,186.72328535797348,0.0,1,0
1,0,0.32803975897558835,1,0,7430,0,86.58188855134044,360.0,0.0,1,0
0,0,0.0,1,0,2405,1641,119.83156150359287,360.0,0.0,0,0
1,1,1.5910470555857301,0,0,4121,2675,156.6896821683866,360.0,0.0,0,0
1,1,2.4801170397874626,1,0,3839,1174,152.94892943589093,360.0,0.0,1,0
1,1,0.0,0,0,2522,1722,122.65344435993372,360.0,0.0,0,0
1,0,2.249271305506214,1,0,3218,327,150.50825853759625,449.97085222024856,0.0,1,0
1,0,0.0,1,0,3282,0,155.26442657648153,360.0,0.0,1,0
0,0,0.0,0,0,1717,2833,77.5599508600977,360.0,0.0,2,0
0,0,0.0,1,0,2395,5141,163.87401374695892,360.0,0.0,0,0
1,1,0.0,0,0,2508,1736,120.80099154581086,360.0,0.0,0,0
1,1,1.9097305613263882,0,0,3757,2922,178.64595841989583,351.87575051937495,0.0,0,0
1,0,0.0,0,0,6865,0,89.87142199790466,360.0,0.2621030833042315,1,0
1,1,0.0,0,0,2490,1755,118.31531078767101,360.0,0.0,0,0
0,0,0.0,1,0,3364,0,125.83889880878311,360.0,0.0,1,0
0,1,1.1607998751444202,0,0,2521,3562,165.92959850173304,360.0,0.4196000624277899,1,0
1,1,1.504538020997685,0,0,11113,0,160.30218724147338,360.0,0.24773098950115746,0,0
0,0,1.2880546426974768,0,0,1482,1832,115.72832785618486,360.0,0.0,1,0
1,1,0.24215388953563088,0,0,4723,0,129.91476831975174,360.0,0.0,1,0
0,0,2.9568195341107324,1,0,3245,430,141.3091125457717,478.2727813644293,0.0,1,0
1,0,0.23214528101383247,0,0,1543,1789,119.11607264050691,360.0,0.0,2,0
1,1,1.0460026420217527,1,0,6278,34,121.5037992063468,360.0,0.0,1,0
1,1,2.0,0,0,4125,0,148.91854239536207,475.11254372172357,0.0,0,0
1,0,0.0,1,0,2344,2784,173.54282992818713,333.9829051219813,0.0,2,0
0,0,2.110973578140071,0,0,2490,1850,122.07315718760047,360.0,0.0,0,0
0,1,2.0516523418253496,0,0,3831,1243,138.8171347165464,416.90085949047904,0.0,2,0
1,0,0.09783416065100148,0,0,8467,0,191.76027211182588,360.0,0.0,0,0
1,1,1.4916158751168322,1,0,6070,368,87.63719349112074,360.0,0.0,1,0
1,0,0.0,1,0,3289,0,154.22029854409396,360.0,0.0,1,0
1,0,0.0,1,0,2492,6187,187.17320186991,360.0,0.0,0,0
0,0,0.0,1,0,1881,1612,112.7723681416177,360.0,0.0,0,0
0,0,1.8044857968078798,1,0,2329,5247,138.65382956169455,360.0,0.0,0,0
1,1,2.3841499019477834,0,0,6202,664,83.57349117530052,360.0,0.0,0,0
1,1,0.0,0,0,2470,1777,115.47359523698535,360.0,0.0,0,0
0,0,1.0453040097720445,1,0,4813,0,117.30719271335926,360.0,0.0,1,0
0,0,0.0,0,0,2233,4540,130.1114415119265,360.0,0.3746126146264712,1,0
1,1,1.6258599157142364,1,0,5903,275,128.1292995785712,360.0,0.0,1,0
1,0,0.0,0,0,4713,0,142.45295612129868,360.0,0.0,0,0
1,0,0.8564898411883223,1,0,6328,0,117.2504514241694,360.0,0.0,2,0
0,1,0.0,1,0,2342,1898,100.62833563009903,360.0,0.0,1,0
1,1,2.1629344270814297,0,0,5989,713,63.664098437328676,360.0,0.0,0,0
0,0,0.21170624220128953,0,0,2342,0,53.094643820188395,347.2976254679226,1.0,2,0
0,1,0.3575807217936844,0,0,2320,2128,98.36984093201684,360.0,0.0,2,0
0,1,2.9204660683751347,0,0,1761,2947,95.53765601141407,360.0,0.026511310541621813,1,0
0,0,0.0,0,0,2210,4163,137.5021453445712,360.0,0.5857755812734633,1,0
0,1,0.9402302414249576,0,0,3808,1433,113.25516493007589,472.8276289709949,0.0,1,0
0,0,0.0,1,0,2286,1586,115.21693897611006,360.0,0.0,0,0
0,1,0.0,0,0,2357,1889,101.46026162345652,360.0,0.0,0,0
0,0,0.0,0,0,2328,0,96.02185487912938,360.0,0.6432882184423532,1,0
1,0,1.6252413285254501,0,0,5046,101,154.33397687606788,262.485520288473,0.0,0,0
0,0,0.9087664213681301,0,0,1664,1734,113.45259852820878,360.0,0.0,0,0
0,0,0.0,0,0,1703,2886,69.16580207526857,360.0,0.0,2,0
0,1,0.0,1,0,2423,1818,110.71420240137135,360.0,0.0,0,0
1,1,0.07761887235217158,0,0,3406,2002,134.82404350027605,360.0,0.0,0,0
0,0,0.0,0,0,8330,0,157.859949212898,360.0,0.9053506419560637,0,0
1,0,0.0,1,0,3387,0,139.00639220030763,360.0,0.0,1,0
0,0,0.1387226017503309,0,0,3526,0,97.67614894638376,360.0,0.0,0,0
1,1,0.0,0,0,1746,2952,75.56613011708126,360.0,0.10077800137742665,2,0
0,0,0.0,0,0,12416,0,297.1391733727067,360.0,0.018221825651549728,1,0
1,1,1.9055570392440715,1,0,798,3452,200.43908621946153,360.0,0.0,0,0
0,0,0.0,0,0,9354,0,192.76793657363197,360.0,0.6830067734163568,0,0
0,0,0.0,0,0,2262,0,138.54357135392928,471.45736218477253,0.0,1,0
1,1,0.6810243697062387,0,0,4765,0,120.69848823616898,360.0,0.0,1,0
0,0,0.0,0,0,8609,0,167.35457617779562,360.0,0.8448753109694546,0,0
1,0,0.0,0,0,2166,3406,152.5585264576598,360.0,0.9767280642641741,2,0
1,1,0.5565945522331925,0,0,7690,97,142.25787393035574,360.0,0.8144684825889358,0,0
1,0,0.0,0,0,2212,2956,169.2354854054384,360.0,0.28185477477339993,2,0
1,0,0.0,1,0,3388,0,124.56441792940382,360.0,0.0,1,0
0,0,1.3934743307283013,1,0,2625,4133,158.10749275648487,360.0,0.0,1,0
0,0,0.0,0,0,2205,4085,139.01299963729593,360.0,0.628942846779884,1,0
1,0,0.36758395941884103,0,0,6536,64,79.3319030801604,360.0,0.0,2,0
1,1,0.7947868685883428,0,0,7603,139,141.94028417521554,360.0,0.7350710438038858,0,0
1,1,1.6069618607696972,0,0,3795,0,143.65917581654242,360.0,0.0,0,0
0,1,0.0,0,0,2377,1870,103.79523940343125,360.0,0.0,0,0
0,0,0.5323186313391685,1,0,2145,2802,161.44995741006272,360.0,0.0,1,0
0,0,0.49877049671828333,0,0,1861,1628,110.9926229803097,360.0,0.0,0,0
0,0,2.420504217801792,0,0,2136,0,33.21546203978387,214.76974693189248,1.0,2,0
1,0,0.0,1,0,2962,0,84.37029946197374,360.0,0.0,0,0
1,0,0.825235353822853,0,0,4694,2611,191.74764646177147,360.0,0.0,0,0
0,1,1.8839457426216506,0,0,2500,1998,113.11927656828867,360.0,0.0,0,0
1,0,0.0,1,0,4516,0,135.24815374590207,220.24566706644057,0.0,0,0
0,0,0.6591964597469822,0,0,4004,1717,129.0401770126509,439.10357516963785,0.0,1,0
1,0,0.0,0,0,2194,2782,168.45254849078856,360.0,0.0,2,0
0,0,0.0,1,0,2120,1570,105.16825503686024,360.0,0.0,0,0
0,0,0.42899402737501835,1,0,1656,2766,93.70414334299956,360.0,0.0,1,0
0,0,2.252613203374492,0,0,2152,0,34.72648116962957,224.84320779753048,1.0,2,0
1,0,0.0,1,0,2465,2865,169.61811472620175,315.81771733524283,0.0,1,0
1,1,0.10312386883593261,0,0,7730,0,141.14377036095323,360.0,0.8968761311640674,0,0
0,0,2.7076587200387,1,0,1751,2908,94.97447093320433,360.0,0.0,1,0
1,0,0.5052523724478571,1,0,4967,2366,161.095567321515,360.0,0.0,0,0
1,0,2.4793723983232248,0,0,5101,0,129.33856334730646,360.0,0.0,1,0
1,1,0.6799503989693882,0,0,4765,0,120.72104162164285,360.0,0.0,1,0
1,1,2.8955232284962005,0,0,6693,551,129.59709056465806,360.0,0.0,1,0
1,0,0.0,1,0,2880,0,101.9032772217715,360.0,0.0,1,0
0,1,1.0216753029605967,0,0,3834,1396,112.55272022549522,478.6994818223642,0.0,2,0
1,0,0.0,1,0,3132,0,167.29514183057228,360.0,0.0,1,0
1,0,0.0,1,0,2944,0,88.19918713216214,360.0,0.0,1,0
0,0,0.0,1,0,2485,0,78.94852281928112,360.0,0.6806863624095851,2,0
1,1,2.8501859011524147,0,0,2690,1996,128.24969016474597,360.0,0.0,0,0
1,1,2.049392853062444,0,0,5880,739,53.445356775619956,360.0,0.0,0,0
0,0,0.8531242237534278,1,0,2464,3153,176.0,360.0,0.0,1,0
1,1,2.368162787830201,0,0,6081,472,133.3134650904718,360.0,0.0,1,0
0,0,0.0,1,0,3343,0,130.77253280222223,360.0,0.0,1,0
0,0,0.0,0,0,2266,0,160.06971253862355,395.1852926037677,0.0,1,0
1,0,0.9859936361097479,0,0,2802,2278,105.84592999720722,122.34724906095025,0.0,0,0
0,0,0.0,1,0,2077,2738,152.42132883754675,360.0,0.0,2,0
0,0,2.0,1,0,5303,108,172.88534817794778,360.0,0.0,1,0
0,1,2.583158087451697,0,0,3830,1164,152.3705312300183,385.0105147528982,0.0,2,0
1,1,0.7896181427945539,0,0,6635,0,128.78687342969803,360.0,0.2103818572054461,1,0
0,0,0.0,0,0,12153,0,290.78818359208225,360.0,0.0,1,0
1,1,0.0,0,0,2313,4272,170.20086903070705,360.0,0.49442030470258147,0,0
1,0,0.0,0,0,2168,3384,153.38141024039948,360.0,0.9424412399833557,2,0
0,0,0.0,1,0,4882,2369,182.88209752830195,360.0,0.0,0,0
0,1,0.558469498626623,0,0,3638,1649,121.27214052884092,427.01633983519474,0.0,1,0
1,0,0.11229581724170024,0,0,2828,2409,97.4705079793174,45.75271930356189,0.0,1,0
0,1,1.2981699748958426,1,0,2921,3481,166.87620967364595,296.83529774062583,0.0,1,0
0,0,1.7658659671447883,0,0,1253,1956,118.59519580286873,360.0,0.0,1,0
1,1,1.7140166358943283,0,0,3963,0,144.71213308715463,334.26149723048957,0.0,0,0
0,1,0.0,1,0,2312,1929,96.82410662645353,360.0,0.0,1,0
0,0,0.0,1,0,2051,2732,148.5117005587708,360.0,0.0,2,0
1,0,0.0,1,0,2982,0,93.30328620329671,360.0,0.0,1,0
0,0,0.0,1,0,4417,2338,165.1960586323699,360.0,0.0,0,0
0,0,1.29903086854088,1,0,4912,0,135.82925340348424,360.0,0.0,1,0
1,0,0.0,0,0,8644,0,194.92527164360516,360.0,0.07276300636419353,0,0
0,0,0.0,0,0,2345,0,75.48609318160904,360.0,0.8218600592903562,1,0
1,0,0.0,1,0,3105,0,97.51285755080117,360.0,0.0,1,0
1,0,0.2440463419256993,0,0,6403,15,78.07734391584528,345.357219484458,0.0,1,0
0,1,2.7454868577444245,0,0,1745,2932,91.70938171969982,360.0,0.0,1,0
